Filename,Rating
OpiumProtocol_opium-protocol-v2_comparison.json,7
victorshinya_serverless-chatbot_comparison.json,6
hex-js_nodejs-hexagonal-boilerplate-ts_comparison.json,8
jinnerbichler_flash-home_comparison.json,4
lovasoa_SuperLogger_comparison.json,8
EOS-Nation_dfuse-docs_comparison.json,7
apache_apisix-dashboard_comparison.json,7
medlab_320-online-prototype_comparison.json,8
fdrennan_ndexr-platform_comparison.json,5
badr42_oke_A1_comparison.json,7
staples-sparx_Wonko_comparison.json,7
Activiti_activiti-7-developers-guide_comparison.json,8
onprem_foundry_comparison.json,8
greatfarmer_fifarm_comparison.json,6
abel-gr_warehouse-robot_comparison.json,7
DJMcK_aws-lake-training_comparison.json,7
alfredcs_immersion_day_labs_comparison.json,7
heli-os_member-invitation-java-springboot_comparison.json,6
ShiftLeftSecurity_traceleft_comparison.json,6
tamu-datathon-org_galaxy_comparison.json,7
mateuseap_apache-airflow_comparison.json,8
iceland2k14_Kangrand_comparison.json,7
mrubash1_trainspotting_comparison.json,6
ev2900_OpenSearch_Dashboard_Nginx_Proxy_comparison.json,7
dwt0317_Search_Adserver_comparison.json,7
mxaviersmp_spotify-tracker_comparison.json,8
Xsidelight_flutter_interview_questions_comparison.json,7
gaiax_fLibra_comparison.json,8
SpektraSystems_CloudLabs-Azure_comparison.json,7
eProsima_Integration-Service_comparison.json,7
alexprut_earth-defender_comparison.json,8
OpenIPC_motors_comparison.json,7
itays123_partydeck_comparison.json,7
hyeonsangjeon_AWS-LLM-SageMaker_comparison.json,7
imamabdulazis_FlutterCleanArchitecture_comparison.json,7
nforge_devnote_comparison.json,7
SV-97_HumanResourceMachine_comparison.json,8
victor369basu_Real-time-stock-market-prediction_comparison.json,6
mincloud1501_MSA_miniProject_comparison.json,8
decentraland_catalyst_comparison.json,7
icoxfog417_karura_comparison.json,6
pgrignaffini_AlgoCrowd_comparison.json,8
azuregomez_SecurePaaS_comparison.json,7
CMUChimpsLab_Peekaboo_comparison.json,7
NicoJuicy_Airline-Microservices_comparison.json,7
Taymindis_fcgi-function_comparison.json,7
alexandredev3_nodejs-clean-architeture_comparison.json,8
Connor1996_Pokemon_comparison.json,7
kryptokrauts_ae-prediction-cards_comparison.json,8
zmyzheng_TweetMap_comparison.json,8
FAC10_week4-jajascript_comparison.json,8
kubescape_host-scanner_comparison.json,8
chaitin_veinmind-tools_comparison.json,8
zeromicro_zero-doc_comparison.json,7
IBM_cognos-analytics-to-visualize-business-data_comparison.json,7
takoko55_LectureLens_comparison.json,6
Nishu0_anime_nft_marketplace_comparison.json,7
quasirsg_Henry-M3_comparison.json,8
OpenRoberta_robertalab-ev3dev_comparison.json,7
spagnuolocarmine_serverless-computing-for-iot_comparison.json,7
thill_kafkacap_comparison.json,7
Fintan-contents_case-studies_comparison.json,8
awslabs_benchmark-ai_comparison.json,7
swir-rs_swir_comparison.json,8
hyeonsangjeon_youtube-dl-nas_comparison.json,7
madderle_Capstone-Realtime-Streaming-Analytics_comparison.json,8
gray-panda_grayrepo_comparison.json,7
gabrielfarah_OpenHub_comparison.json,6
shinesolutions_sitechecker-slackbot_comparison.json,7
oovk_dataengg-covid19-aws_comparison.json,7
boot2podman_machine_comparison.json,8
thangchung_practical-dapr_comparison.json,7
leopardslab_gocloud_comparison.json,8
ArnBaudzus_FluxSurfer_comparison.json,6
GoogleCloudPlatform_gke-pubsub-websocket-adapter_comparison.json,8
exmgr_GatewayXM_comparison.json,6
avarghesein_ActiveX.NET_comparison.json,7
Resurgence-VM-Development_Resurgence_comparison.json,6
geovanegodoi_MicroServicesPOC_comparison.json,7
SimonLdj_hypnolog-server_comparison.json,7
clemgbld_blog_back_office_comparison.json,7
gapfish_deployer_comparison.json,8
JessNah_BeeGreen_comparison.json,7
pacmacro_pm-server-spring_comparison.json,8
bianjieai_tibc_comparison.json,7
yuwen123441_NVMeAutomation_comparison.json,8
darrenyao87_tnn-models_comparison.json,7
Bytom-Community_Bytom-Server_comparison.json,8
batatero_arquiteturaPHP00_comparison.json,7
XenitAB_git-auth-proxy_comparison.json,7
AmnisIO_AmnisIO_comparison.json,7
fredrikhgrelland_data-mesh_comparison.json,8
hamzatugrul_surl_comparison.json,7
TestHaters_ctflow_comparison.json,5
KuangRD_Autonomous-Driving_comparison.json,7
ballerina-platform_asyncapi-tools_comparison.json,7
unnmdnwb3_dora_comparison.json,7
florianhoehn_sf-apex-rest-api_comparison.json,7
david3107_squatm3gator_comparison.json,7
freenowtech_AndroidCI_comparison.json,8
ingeniala_heybluekata_comparison.json,7
allegroai_clearml-agent_comparison.json,7
lowtalkers_escape-reality_comparison.json,7
CodisLabs_codis_comparison.json,7
IBM_ios-mapkit-indoor-map_comparison.json,7
llvm_torch-mlir_comparison.json,7
eqbal_CarND_Capstone_CarX_comparison.json,7
BoraxTheClean_DevelopmentMachine_comparison.json,7
dspace-group_simphera-reference-architecture-azure_comparison.json,7
WeBankFinTech_DeFiBus_comparison.json,6
dowjones_hammer_comparison.json,7
IBM_logdna-cos_comparison.json,7
rinkako_CStoreDBMS_comparison.json,7
turkcellcloud_jupyter-openshift_comparison.json,7
YashwantChauhan_SDL_comparison.json,7
gustavung_Graphrec_comparison.json,8
lowes_auditor_comparison.json,8
kzh_noob_comparison.json,6
becloudway_serverless-data-pipeline_comparison.json,6
jun108059_Elasticsearch-SpringBoot_comparison.json,8
numerica-ideas_ni-microservice-nodejs_comparison.json,7
castle-finance_vault-transaction-indexer_comparison.json,6
vectranetworks_AWS-Traffic-Mirroring-Session-Manager_comparison.json,5
kaleidot725_Draft_comparison.json,8
doitintl_banias_comparison.json,6
0xMelkor_ethereum-node_comparison.json,7
ParaStation_psmpi_comparison.json,7
krishnaprasadkv_Linux-Commands_comparison.json,7
qaware_cloud-native-weather-javaee_comparison.json,7
IBM_customer-sentiment-on-seller-quality-nlu-cp4d_comparison.json,7
input-output-hk_marlowe-starter-kit_comparison.json,7
teamgram_teamgram-server_comparison.json,7
aurelien-m_raspberrypi-rustpy_comparison.json,8
Luizbrandt_users-crud-salesforce_comparison.json,7
kerollesroshdi_Cima-_comparison.json,8
ZID-Automat_Controller-ZIDAutomat_comparison.json,9
Fenkey_irma_comparison.json,8
FPriv_factom-harmony-connect-python-sdk_comparison.json,8
sfujiwara_terraform-google-ai-platform-notification_comparison.json,6
adityajain10_foot365-live-streaming-chatbot-prediction-app-on-aws_comparison.json,9
mbotarro_unijobs_comparison.json,6
de1ux_statlord_comparison.json,7
annashres_CustomerBot_comparison.json,8
opstree_OT-Microservices-Training_comparison.json,8
laziestcoder_Budget_App_JS_comparison.json,7
elpapi42_deep-deblurring_comparison.json,8
nrephi_jupyter-spark-hadoop-docker_comparison.json,8
argrecsys_argael_comparison.json,6
lkmSasanga_fas-web-app_comparison.json,7
JuliaParallel_DagScheduler.jl_comparison.json,7
balajich_resilience4j-helloworld_comparison.json,8
calmato_gran-book_comparison.json,7
inIT-HF_gr-corrsounder_comparison.json,6
mcuking_offline-package-webpack-plugin_comparison.json,7
beston123_Tarzan_comparison.json,6
minism_hotel_comparison.json,8
aws-solutions_iot-device-simulator_comparison.json,6
whtngus_whtngus.github.io_comparison.json,5
NLP4L_attic-nlp4l_comparison.json,8
hypertrack_live-app-android_comparison.json,6
usds_justice40-tool_comparison.json,3
qnib_qframe_comparison.json,8
chsakell_planet-scale-azure_comparison.json,5
SafeBreach-Labs_hAFL2_comparison.json,9
solenya-group_solenya_comparison.json,7
alanchn31_Movalytics-Data-Warehouse_comparison.json,7
andersonkmi_credit-card-bindb-service-aws_comparison.json,7
YW-Ma_Algorithms-Visualizer_comparison.json,5
anvasquezre_sabiduria_asegurada_experiments_comparison.json,7
danielfm_prometheus-for-developers_comparison.json,7
GoogleCloudPlatform_datacatalog-tag-engine_comparison.json,7
OAID_Tengine_comparison.json,7
i5ting_stuq-koa_comparison.json,7
microsoft_azure-realtime-fraud-detection_comparison.json,8
open-risk_Open_Risk_API_comparison.json,6
NeuralDev-io_arclytics_simcct_comparison.json,7
ankithans_codeX_comparison.json,7
Elkinmt19_feature-hero-ml_comparison.json,7
openshift_configuration-anomaly-detection_comparison.json,7
coverage-robot_core_comparison.json,7
lvyahui8_http-proxy_comparison.json,5
spikecodes_stotra_comparison.json,7
IBM_vpc-flowlogs-log-analysis_comparison.json,8
securesecrets_shadeswap_comparison.json,8
ertis-research_lwm2m-blockchain_comparison.json,7
ra1028_VueFlux_comparison.json,7
OpenPSD_modelbank_comparison.json,7
lubkoKuzenko_FE-Interview-Questions_comparison.json,6
SocialGouv_archifiltre-docs_comparison.json,8
dsc-sookmyung_2023-mention-all-SolutionChallenge_comparison.json,7
xydo1990_mlops_zoomcamp_homework_comparison.json,7
jlhood_retweet-leaderboard_comparison.json,8
ndsev_zswag_comparison.json,8
GoogleCloudPlatform_analytics-componentized-patterns_comparison.json,7
zwt-sdk_zwt_comparison.json,8
